,Unnamed: 0,person,cam,hit_id,condition,calibration,hash,ini_time,end_time,_ini_time,_end_time,gt_onset,gt_offset,gt_laughter,is_laughter,confidence,intensity,attempt,pressed_key,onset,offset,rating_hash
582,582,35,3,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,av,False,11bc9d8aca57ab2aef4c5305b080fa49c08665d9e94190f8777a6fa8079e0fdd,2216.02,2216.54,2213.600368497624,2219.948860275861,2.419631502375978,3.9288602758610978,True,True,7,2,0,True,2.85939,4.227424,9a3c519923fbcec61d8195147439f87b23d34e4e777ef553d54fb321221e94b8
2430,2430,35,3,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,av,False,11bc9d8aca57ab2aef4c5305b080fa49c08665d9e94190f8777a6fa8079e0fdd,2216.02,2216.54,2213.600368497624,2219.948860275861,2.419631502375978,3.9288602758610978,True,True,7,3,0,True,2.759289,3.493357,f82d2bc978d5b249847debaa987922931259c56f12b1af7e45a3c0e80c56726e
2,2,1,4,9c45e4f0c5442e796eb93e73e94dc6c2dfca7b9c4c54ff9314ab0956fc1f454a,video,False,c1d181e74dbdbce1e51d7d0bfd6e036913896dd1f228560bf86fafea5b94c4e5,3346.3,3347.7,3344.741847301324,3349.5555181420714,1.5581526986761671,3.255518142071196,True,True,2,2,0,True,2.736069,3.203203,07d4ee10402ea059d0a3791fd35fbaab20149aeb6ffb9988cf282497479b5117
1929,1929,1,4,bff9b86d833a595e6fe5a54f45093fa168cda45db1143e93aa2c503f47bc2d07,video,False,c1d181e74dbdbce1e51d7d0bfd6e036913896dd1f228560bf86fafea5b94c4e5,3346.3,3347.7,3344.741847301324,3349.5555181420714,1.5581526986761671,3.255518142071196,True,True,2,2,0,True,2.168836,4.337671,5b016480b3cb0ada73f9f4e55553161d5c87245619787f430b0d64a6680b2ce8
606,606,1,4,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,audio,False,c1d181e74dbdbce1e51d7d0bfd6e036913896dd1f228560bf86fafea5b94c4e5,3346.3,3347.7,3344.741847301324,3349.5555181420714,1.5581526986761671,3.255518142071196,True,True,7,4,0,True,2.30322,4.18322,49a4bbfdba5c76f2978245134870f058052f9816dd08b7be957484934cd6e9d2
2459,2459,1,4,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,audio,False,c1d181e74dbdbce1e51d7d0bfd6e036913896dd1f228560bf86fafea5b94c4e5,3346.3,3347.7,3344.741847301324,3349.5555181420714,1.5581526986761671,3.255518142071196,True,True,7,4,1,True,1.98322,3.06322,f1f444d89bdd8089276cbf914f9fca8665342600b7959422fa317dcb94909f62
1001,1001,1,4,f4c9842cec7be99eeaaea36d0c7d077c4d5d94596dc731af8576ff5b0df51ebc,av,False,c1d181e74dbdbce1e51d7d0bfd6e036913896dd1f228560bf86fafea5b94c4e5,3346.3,3347.7,3344.741847301324,3349.5555181420714,1.5581526986761671,3.255518142071196,True,True,7,7,0,True,2.158689,3.193057,955ec127e6f86edf3dbb800ad217e18b1f1ec380090a4b16b4208680dcc291c9
2771,2771,1,4,eecc0cf5d634ce45a98cbbda30c922f2a2cfcb1877124cbe40ff7b5dbe7cd1a0,av,False,c1d181e74dbdbce1e51d7d0bfd6e036913896dd1f228560bf86fafea5b94c4e5,3346.3,3347.7,3344.741847301324,3349.5555181420714,1.5581526986761671,3.255518142071196,True,True,5,4,0,True,2.158689,3.626824,1cf28dc1a87812d6c279b517769b612b620a2fe819c26e70d883df6d45c04c74
992,992,35,3,f4c9842cec7be99eeaaea36d0c7d077c4d5d94596dc731af8576ff5b0df51ebc,video,False,b3710a5f8dc552872b8f7ff9be406711345f4892e836f212ef14a5c67e76ec84,1139.89,1143.13,1137.5182603522835,1146.2930300564578,2.371739647716595,6.403030056457737,True,True,7,7,0,True,2.602603,5.238572,eaae9aa829644c5c850ffd7ef7bfdd83df1a96506febdd615cf4e6ff5d6e113e
2701,2701,35,3,eecc0cf5d634ce45a98cbbda30c922f2a2cfcb1877124cbe40ff7b5dbe7cd1a0,video,False,b3710a5f8dc552872b8f7ff9be406711345f4892e836f212ef14a5c67e76ec84,1139.89,1143.13,1137.5182603522835,1146.2930300564578,2.371739647716595,6.403030056457737,True,True,5,6,0,True,2.635969,5.538872,51b6fdc6b720e641a4237d31b5ecc76a1a7f5a4440ea6e3c37392ea21f0b8b12
3,3,35,3,9c45e4f0c5442e796eb93e73e94dc6c2dfca7b9c4c54ff9314ab0956fc1f454a,audio,False,b3710a5f8dc552872b8f7ff9be406711345f4892e836f212ef14a5c67e76ec84,1139.89,1143.13,1137.5182603522835,1146.2930300564578,2.371739647716595,6.403030056457737,True,True,7,6,0,True,3.06322,5.50322,bad1548826508a93cedf5e2e442e856d00ab038e06b870f33f785b09ae7645c5
1915,1915,35,3,bff9b86d833a595e6fe5a54f45093fa168cda45db1143e93aa2c503f47bc2d07,audio,False,b3710a5f8dc552872b8f7ff9be406711345f4892e836f212ef14a5c67e76ec84,1139.89,1143.13,1137.5182603522835,1146.2930300564578,2.371739647716595,6.403030056457737,True,True,1,5,0,True,2.66322,6.22322,c3b0fefad5e530730bd16e60dfaecd245dbe26198d11e62411723b65a7cf0b1e
526,526,35,3,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,av,False,b3710a5f8dc552872b8f7ff9be406711345f4892e836f212ef14a5c67e76ec84,1139.89,1143.13,1137.5182603522835,1146.2930300564578,2.371739647716595,6.403030056457737,True,True,7,7,0,True,2.792656,6.629827,5fd9a77dd1bf18c98025fb9d6e9f1f9e650928c47a43c17d1897639314f7f5cd
2492,2492,35,3,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,av,False,b3710a5f8dc552872b8f7ff9be406711345f4892e836f212ef14a5c67e76ec84,1139.89,1143.13,1137.5182603522835,1146.2930300564578,2.371739647716595,6.403030056457737,True,True,7,7,0,True,2.725923,6.362893,85fbc149fb6c9b39a44ab619e205eef48df91156c4a43567a15bb73e95f6dda9
539,539,21,1,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,video,False,cbc382abda5165dd26a7ca9e05e7ed3000933489864cb9ed1c25fd4da2a25d19,4811.917,4813.35,4808.965641039351,4816.067842451927,2.951358960649486,4.150842451927019,True,True,7,3,0,True,0.633967,6.706707,c18061747bf0d18c63b94a8e5b6fa391aaf327cdecb313b1735f4041075ba053
2450,2450,21,1,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,video,False,cbc382abda5165dd26a7ca9e05e7ed3000933489864cb9ed1c25fd4da2a25d19,4811.917,4813.35,4808.965641039351,4816.067842451927,2.951358960649486,4.150842451927019,True,True,5,3,0,True,3.603604,7.040374,7f2f0db5f300b0ac0475917e63228b4bb2a6cc69bf5103d78961fd972a94174c
1027,1027,21,1,f4c9842cec7be99eeaaea36d0c7d077c4d5d94596dc731af8576ff5b0df51ebc,audio,False,cbc382abda5165dd26a7ca9e05e7ed3000933489864cb9ed1c25fd4da2a25d19,4811.917,4813.35,4808.965641039351,4816.067842451927,2.951358960649486,4.150842451927019,True,True,6,5,0,True,3.62322,4.18322,6657afd93d3a107d869c5092ca126421be003dec1f799553d75f905fe828b663
2768,2768,21,1,eecc0cf5d634ce45a98cbbda30c922f2a2cfcb1877124cbe40ff7b5dbe7cd1a0,audio,False,cbc382abda5165dd26a7ca9e05e7ed3000933489864cb9ed1c25fd4da2a25d19,4811.917,4813.35,4808.965641039351,4816.067842451927,2.951358960649486,4.150842451927019,True,True,6,5,0,True,3.70322,5.70322,b69af51624263aac6cd54511eb1c0c1f24cb266c8f8fa72234eca58304fbfda8
4,4,21,1,9c45e4f0c5442e796eb93e73e94dc6c2dfca7b9c4c54ff9314ab0956fc1f454a,av,False,cbc382abda5165dd26a7ca9e05e7ed3000933489864cb9ed1c25fd4da2a25d19,4811.917,4813.35,4808.965641039351,4816.067842451927,2.951358960649486,4.150842451927019,True,True,7,2,0,True,3.626824,4.427624,d8b65d40196ef68ccce5d07e04fc6004734d6900059bc61c848106e56c91e422
1877,1877,21,1,bff9b86d833a595e6fe5a54f45093fa168cda45db1143e93aa2c503f47bc2d07,av,False,cbc382abda5165dd26a7ca9e05e7ed3000933489864cb9ed1c25fd4da2a25d19,4811.917,4813.35,4808.965641039351,4816.067842451927,2.951358960649486,4.150842451927019,True,False,6,4,0,True,3.693557,4.027224,9557a71f6caa1b3afa29664df8557ffc52a50c2db5976ff1cea3e10f4565cd71
6,6,11,1,9c45e4f0c5442e796eb93e73e94dc6c2dfca7b9c4c54ff9314ab0956fc1f454a,video,False,436ee76337a2b2eade6233e398b1933fcf27d361bbdcea97ff4b360b192462ea,1305.6414327105506,1312.300198403924,1305.6414327105506,1312.300198403924,0.0,6.658765693373425,False,False,6,4,0,False,,,b217492f2ac51c5b46cbb1adeecd70c4736dc308e156941675685f47a2ea4271
1879,1879,11,1,bff9b86d833a595e6fe5a54f45093fa168cda45db1143e93aa2c503f47bc2d07,video,False,436ee76337a2b2eade6233e398b1933fcf27d361bbdcea97ff4b360b192462ea,1305.6414327105506,1312.300198403924,1305.6414327105506,1312.300198403924,0.0,6.658765693373425,False,False,7,4,0,False,,,b3de0a12fb873135dec1b29d65d5b1752c68af3b9e396ce51c4125a2f46da812
560,560,11,1,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,audio,False,436ee76337a2b2eade6233e398b1933fcf27d361bbdcea97ff4b360b192462ea,1305.6414327105506,1312.300198403924,1305.6414327105506,1312.300198403924,0.0,6.658765693373425,False,False,7,4,0,False,,,165e92cb32e434d15e25ae606831b4d03e74dcae1015595b9bb7087fa9d5d923
2426,2426,11,1,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,audio,False,436ee76337a2b2eade6233e398b1933fcf27d361bbdcea97ff4b360b192462ea,1305.6414327105506,1312.300198403924,1305.6414327105506,1312.300198403924,0.0,6.658765693373425,False,False,7,4,0,False,,,3359742ede645d65fa7a01fec2803572454d066ef30105d0772626fae3fbd7bf
1002,1002,11,1,f4c9842cec7be99eeaaea36d0c7d077c4d5d94596dc731af8576ff5b0df51ebc,av,False,436ee76337a2b2eade6233e398b1933fcf27d361bbdcea97ff4b360b192462ea,1305.6414327105506,1312.300198403924,1305.6414327105506,1312.300198403924,0.0,6.658765693373425,False,False,6,4,0,False,,,c22488d571a5997ccc0ec554f2adb8e9bc79747027a54ad7c56dd7ed096bed80
2698,2698,11,1,eecc0cf5d634ce45a98cbbda30c922f2a2cfcb1877124cbe40ff7b5dbe7cd1a0,av,False,436ee76337a2b2eade6233e398b1933fcf27d361bbdcea97ff4b360b192462ea,1305.6414327105506,1312.300198403924,1305.6414327105506,1312.300198403924,0.0,6.658765693373425,False,False,7,4,0,False,,,6862c30e6dca863bd4761fc4bca795f8b939bc0746c4665fa95e0e755587222c
7,7,25,1,9c45e4f0c5442e796eb93e73e94dc6c2dfca7b9c4c54ff9314ab0956fc1f454a,video,False,bd21d54755fbd2fecd6b241ed1a53b1fc5f8619ded6603e151ea4d10defff7fe,2029.670104537904,2037.5187485571823,2029.670104537904,2037.5187485571823,0.0,7.848644019278709,False,False,5,4,0,False,,,34a7c5d893f45217e53041156dbe886c602ed8343670198f9d335271a0c7caba
1899,1899,25,1,bff9b86d833a595e6fe5a54f45093fa168cda45db1143e93aa2c503f47bc2d07,video,False,bd21d54755fbd2fecd6b241ed1a53b1fc5f8619ded6603e151ea4d10defff7fe,2029.670104537904,2037.5187485571823,2029.670104537904,2037.5187485571823,0.0,7.848644019278709,False,False,6,4,0,False,,,d6d80d1c2e9297baeac2011a7bc372cccdbac661bbeb86a069bfe305f8c99a29
562,562,25,1,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,audio,False,bd21d54755fbd2fecd6b241ed1a53b1fc5f8619ded6603e151ea4d10defff7fe,2029.670104537904,2037.5187485571823,2029.670104537904,2037.5187485571823,0.0,7.848644019278709,False,False,5,4,0,False,,,e0f0af9fae2d2e6c3a47d3c8810c5df8097d29b10c2d828ef9894f600fe90171
2458,2458,25,1,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,audio,False,bd21d54755fbd2fecd6b241ed1a53b1fc5f8619ded6603e151ea4d10defff7fe,2029.670104537904,2037.5187485571823,2029.670104537904,2037.5187485571823,0.0,7.848644019278709,False,False,7,4,0,False,,,5660fe7a99b398f0ccdc4e69e00ddf016d47d3a519ab23997e159179190a4399
994,994,25,1,f4c9842cec7be99eeaaea36d0c7d077c4d5d94596dc731af8576ff5b0df51ebc,av,False,bd21d54755fbd2fecd6b241ed1a53b1fc5f8619ded6603e151ea4d10defff7fe,2029.670104537904,2037.5187485571823,2029.670104537904,2037.5187485571823,0.0,7.848644019278709,False,False,6,4,0,False,,,98531dff28e7c55a317185046f41f93971830309e64e90ac6684e57ce64b9d3a
2770,2770,25,1,eecc0cf5d634ce45a98cbbda30c922f2a2cfcb1877124cbe40ff7b5dbe7cd1a0,av,False,bd21d54755fbd2fecd6b241ed1a53b1fc5f8619ded6603e151ea4d10defff7fe,2029.670104537904,2037.5187485571823,2029.670104537904,2037.5187485571823,0.0,7.848644019278709,False,False,6,4,0,False,,,8ee3c58badab0375569493fde9c3f3ec94a0bcf6c7afc9915833feed126b8aab
586,586,3,1,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,video,False,ebb484079dfe608654109736b10a570fdf6f484063e21579ad1be4aef6a4a869,4274.51,4275.38,4272.674790274816,4278.802443906232,1.8352097251845407,4.292443906231711,True,False,5,4,0,False,,,82e6ca9eab823dcd7e491568b6c73b503e26d0d03b812a9b29fc3fcadbcbe992
2490,2490,3,1,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,video,False,ebb484079dfe608654109736b10a570fdf6f484063e21579ad1be4aef6a4a869,4274.51,4275.38,4272.674790274816,4278.802443906232,1.8352097251845407,4.292443906231711,True,False,5,4,0,False,,,8ee6d937563e06657a3ffa3659a8b623a195e32cd9ce9258c53a9bfe952c29c5
1024,1024,3,1,f4c9842cec7be99eeaaea36d0c7d077c4d5d94596dc731af8576ff5b0df51ebc,audio,False,ebb484079dfe608654109736b10a570fdf6f484063e21579ad1be4aef6a4a869,4274.51,4275.38,4272.674790274816,4278.802443906232,1.8352097251845407,4.292443906231711,True,True,7,5,0,True,2.38322,2.86322,41e9276f6727cd1411a721e1545fc01ed788a7030e90833a94d5af0b57363d73
2772,2772,3,1,eecc0cf5d634ce45a98cbbda30c922f2a2cfcb1877124cbe40ff7b5dbe7cd1a0,audio,False,ebb484079dfe608654109736b10a570fdf6f484063e21579ad1be4aef6a4a869,4274.51,4275.38,4272.674790274816,4278.802443906232,1.8352097251845407,4.292443906231711,True,True,3,3,0,True,2.18322,2.98322,ae6644918a6152716dc30f22b583e6bd62ebfa70b1097c06b317086968bcbce9
8,8,3,1,9c45e4f0c5442e796eb93e73e94dc6c2dfca7b9c4c54ff9314ab0956fc1f454a,av,False,ebb484079dfe608654109736b10a570fdf6f484063e21579ad1be4aef6a4a869,4274.51,4275.38,4272.674790274816,4278.802443906232,1.8352097251845407,4.292443906231711,True,True,7,2,0,True,2.85939,3.25979,3d47af6d5d48677106e0aa1399f99c6135ff8fda4693227e8d9cd97e2203354d
1912,1912,3,1,bff9b86d833a595e6fe5a54f45093fa168cda45db1143e93aa2c503f47bc2d07,av,False,ebb484079dfe608654109736b10a570fdf6f484063e21579ad1be4aef6a4a869,4274.51,4275.38,4272.674790274816,4278.802443906232,1.8352097251845407,4.292443906231711,True,False,2,4,0,True,2.792656,3.092956,3dc702424f5871bdbdae55df56f397987876bc8eafc737051ddd0ae8d4825bd1
9,9,21,1,9c45e4f0c5442e796eb93e73e94dc6c2dfca7b9c4c54ff9314ab0956fc1f454a,video,False,479eee7b3708d2b4230f21d52b207d09b9c2b86a08c47a0adac61e44d100a305,5157.4277999215055,5162.996004685078,5157.4277999215055,5162.996004685078,0.0,5.568204763572794,False,False,5,4,0,False,,,79db2cf405c8fc738b09b63cde82698037e94e3a5bffcbb5ee471a87b67d4da7
1886,1886,21,1,bff9b86d833a595e6fe5a54f45093fa168cda45db1143e93aa2c503f47bc2d07,video,False,479eee7b3708d2b4230f21d52b207d09b9c2b86a08c47a0adac61e44d100a305,5157.4277999215055,5162.996004685078,5157.4277999215055,5162.996004685078,0.0,5.568204763572794,False,False,6,4,0,False,,,82d20feadb5580886fc7ea5011e151c1a4f58615e84485bbfd436771c2b690ef
544,544,21,1,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,audio,False,479eee7b3708d2b4230f21d52b207d09b9c2b86a08c47a0adac61e44d100a305,5157.4277999215055,5162.996004685078,5157.4277999215055,5162.996004685078,0.0,5.568204763572794,False,False,7,4,0,False,,,659a6ba56d30f9b45eca74e93fb8161a0304b8cef521d1d2882a30f034bfe123
2461,2461,21,1,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,audio,False,479eee7b3708d2b4230f21d52b207d09b9c2b86a08c47a0adac61e44d100a305,5157.4277999215055,5162.996004685078,5157.4277999215055,5162.996004685078,0.0,5.568204763572794,False,False,7,4,0,False,,,35d2065f4634807e742eebfe4459f46130219f5df52f86be7495aecb690bc130
986,986,21,1,f4c9842cec7be99eeaaea36d0c7d077c4d5d94596dc731af8576ff5b0df51ebc,av,False,479eee7b3708d2b4230f21d52b207d09b9c2b86a08c47a0adac61e44d100a305,5157.4277999215055,5162.996004685078,5157.4277999215055,5162.996004685078,0.0,5.568204763572794,False,False,7,4,0,False,,,5195485eaf097dea5317a0db2e2ec3237c37ad7833f3ccfe700dcd4c19e0f1ba
2714,2714,21,1,eecc0cf5d634ce45a98cbbda30c922f2a2cfcb1877124cbe40ff7b5dbe7cd1a0,av,False,479eee7b3708d2b4230f21d52b207d09b9c2b86a08c47a0adac61e44d100a305,5157.4277999215055,5162.996004685078,5157.4277999215055,5162.996004685078,0.0,5.568204763572794,False,False,4,4,0,False,,,4cd3750d7d703036954c9815c860926d6aa74c99a2bb887b43b17ec680485125
1042,1042,11,2,f4c9842cec7be99eeaaea36d0c7d077c4d5d94596dc731af8576ff5b0df51ebc,video,False,4bb69e69d6bc10f2524339fd84490a970371584e4dd565654d69c4fa9250b09b,2598.36,2600.44,2596.7,2602.9165131363184,1.6600000000003092,4.5565131363182445,True,True,2,5,1,True,2.802803,3.670337,e313aacea276656b186a24ecf2475fb77769d9c52ee96c28bb203f68a3a071b6
2711,2711,11,2,eecc0cf5d634ce45a98cbbda30c922f2a2cfcb1877124cbe40ff7b5dbe7cd1a0,video,False,4bb69e69d6bc10f2524339fd84490a970371584e4dd565654d69c4fa9250b09b,2598.36,2600.44,2596.7,2602.9165131363184,1.6600000000003092,4.5565131363182445,True,True,1,1,0,True,4.070737,4.738071,8242305c2df76e0de2f7cecde267a99415dcbe097e08bce320cfe5beff2f9f58
10,10,11,2,9c45e4f0c5442e796eb93e73e94dc6c2dfca7b9c4c54ff9314ab0956fc1f454a,audio,False,4bb69e69d6bc10f2524339fd84490a970371584e4dd565654d69c4fa9250b09b,2598.36,2600.44,2596.7,2602.9165131363184,1.6600000000003092,4.5565131363182445,True,True,7,5,0,True,2.42322,4.18322,4b5f260da29f7e78734abc3d1494827d8cbae5f5157b5c0229cea3dc99f571cd
1880,1880,11,2,bff9b86d833a595e6fe5a54f45093fa168cda45db1143e93aa2c503f47bc2d07,audio,False,4bb69e69d6bc10f2524339fd84490a970371584e4dd565654d69c4fa9250b09b,2598.36,2600.44,2596.7,2602.9165131363184,1.6600000000003092,4.5565131363182445,True,True,1,6,1,True,2.34322,3.82322,dcea34b278c76add9b26dda5a9b6c5fc60a1e0b75bdfb89f23fd4bdb4152d350
605,605,11,2,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,av,False,4bb69e69d6bc10f2524339fd84490a970371584e4dd565654d69c4fa9250b09b,2598.36,2600.44,2596.7,2602.9165131363184,1.6600000000003092,4.5565131363182445,True,True,7,5,0,True,2.392256,4.427624,9d3b35a3941fff1b63cc3dadfeeafc3f1002c7637820b6fd1469e0920a30cd0a
2438,2438,11,2,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,av,False,4bb69e69d6bc10f2524339fd84490a970371584e4dd565654d69c4fa9250b09b,2598.36,2600.44,2596.7,2602.9165131363184,1.6600000000003092,4.5565131363182445,True,True,7,6,0,True,2.325522,3.893757,950d2afee510b1b07f6edeb4beffad7a81dcb9ee3fd24435d176cd7985ee1486
568,568,21,1,4198c11729cea33268040a725998f16478a6564d4af091b2d40b84d727e35aaa,video,False,8c6c6f2c4a2186d05cee7100a7c5927ab0847fddec29f64d5f7aa5aa1be00ec2,5629.915,5631.515,5626.51985040401,5634.629864855439,3.3951495959900058,4.714864855439373,True,True,7,2,0,True,2.535869,8.074741,d13097b76501ef89d0f20fe6d5c1b60916a8cf6cbe4f71dcffb3d02cc1e11060
2464,2464,21,1,a9760ede24043c59a0151b09a46e866fa43f74bd60b682d8e061fe0cd6074e8b,video,False,8c6c6f2c4a2186d05cee7100a7c5927ab0847fddec29f64d5f7aa5aa1be00ec2,5629.915,5631.515,5626.51985040401,5634.629864855439,3.3951495959900058,4.714864855439373,True,True,3,1,0,True,5.005005,6.639973,8a01cbb639a4ed25bf519d1e87b02dfaacc037034380fcee2a91b666109c0df2
1028,1028,21,1,f4c9842cec7be99eeaaea36d0c7d077c4d5d94596dc731af8576ff5b0df51ebc,audio,False,8c6c6f2c4a2186d05cee7100a7c5927ab0847fddec29f64d5f7aa5aa1be00ec2,5629.915,5631.515,5626.51985040401,5634.629864855439,3.3951495959900058,4.714864855439373,True,True,7,7,0,True,4.26322,5.42322,03d31a472c7b7123569bdc754d63c2951f77cbc94509dbdc87cb3b3e08e3915e
2700,2700,21,1,eecc0cf5d634ce45a98cbbda30c922f2a2cfcb1877124cbe40ff7b5dbe7cd1a0,audio,False,8c6c6f2c4a2186d05cee7100a7c5927ab0847fddec29f64d5f7aa5aa1be00ec2,5629.915,5631.515,5626.51985040401,5634.629864855439,3.3951495959900058,4.714864855439373,True,True,7,5,0,True,3.78322,4.94322,b269c29afaca4d8a85812394083d6fa3738f4b7bb37a8b0eddecfff7054f9dcf
11,11,21,1,9c45e4f0c5442e796eb93e73e94dc6c2dfca7b9c4c54ff9314ab0956fc1f454a,av,False,8c6c6f2c4a2186d05cee7100a7c5927ab0847fddec29f64d5f7aa5aa1be00ec2,5629.915,5631.515,5626.51985040401,5634.629864855439,3.3951495959900058,4.714864855439373,True,True,7,5,0,True,3.693557,6.429626,6a074612767a46bcbb5682b4e541843820aeaec1930ddef081d8144bff459192
1953,1953,21,1,bff9b86d833a595e6fe5a54f45093fa168cda45db1143e93aa2c503f47bc2d07,av,False,8c6c6f2c4a2186d05cee7100a7c5927ab0847fddec29f64d5f7aa5aa1be00ec2,5629.915,5631.515,5626.51985040401,5634.629864855439,3.3951495959900058,4.714864855439373,True,True,1,5,0,True,3.927124,7.363894,8e160c1675507dc2ac98ce8a5d1dd7750b3a194c102c84627e67ac445ef46af1
